Patient Id,Patient Gender,Patient Age,Department Referral,Patient Waittime,Arrival_Time,Day_of_Week,Emergency_Case_Type,Triage_Level,Queue_Length,Doctors_Available,Nurses_Available,Gender_Code,Day_Code,Emergency_Type_Code,Department_Code
476-99-7972,F,68,General Surgery,19,15:23,Monday,Abdominal Pain,3,18,8,14,1,1,9,6
828-49-0441,M,19,Burn Unit,27,13:04,Saturday,Burn Injury,3,24,9,7,0,6,5,6
522-31-4708,M,63,Cardiology,3,17:04,Wednesday,Chest Pain,2,24,5,6,0,3,7,1
646-17-3871,F,26,Orthopedics,6,14:23,Sunday,Fracture,3,7,9,11,1,7,4,4
878-36-7830,M,19,Trauma,9,07:04,Thursday,Accident,2,23,5,14,0,4,3,6
524-75-8060,F,4,General,7,01:46,Sunday,Allergic Reaction,3,6,9,6,1,7,8,6
181-45-7803,F,21,Orthopedics,8,23:50,Sunday,Fracture,3,6,8,12,1,7,4,4
342-04-5123,F,55,Trauma,15,09:16,Monday,Accident,2,17,6,8,1,1,3,6
628-20-1693,F,18,Trauma,7,23:50,Tuesday,Accident,2,13,7,9,1,2,3,6
184-21-1948,F,50,General,16,12:19,Saturday,Allergic Reaction,3,11,6,10,1,6,8,6
359-44-3613,F,20,Cardiology,6,06:00,Saturday,Chest Pain,2,5,9,7,1,6,7,1
280-60-4794,M,22,Cardiology,8,20:04,Wednesday,Heart Attack,1,12,7,6,0,3,1,1
502-81-1725,F,13,Neurology,6,07:52,Saturday,Stroke,1,23,5,13,1,6,2,2
489-43-8448,M,10,General Medicine,61,06:48,Thursday,Fever,4,24,9,8,0,4,10,5
834-50-2690,M,31,General,10,09:59,Sunday,Allergic Reaction,3,6,10,14,0,7,8,6
264-22-2247,F,14,Trauma,14,06:42,Friday,Accident,2,5,9,6,1,5,3,6
825-23-7126,F,42,Neurology,8,06:44,Wednesday,Stroke,1,7,5,15,1,3,2,2
716-80-7186,M,29,Neurology,2,14:09,Wednesday,Stroke,1,10,3,11,0,3,2,2
752-35-4165,F,22,Cardiology,14,23:05,Wednesday,Chest Pain,2,9,5,11,1,3,7,1
267-10-5957,F,26,General Surgery,15,12:57,Wednesday,Abdominal Pain,3,16,10,10,1,3,9,6
732-27-6608,M,32,General,17,12:20,Thursday,Allergic Reaction,3,17,9,9,0,4,8,6
548-78-6274,M,70,General Surgery,26,09:29,Monday,Abdominal Pain,3,20,8,8,0,1,9,6
255-46-2640,F,2,Orthopedics,10,17:30,Thursday,Fracture,3,7,6,11,1,4,4,4
744-26-5135,M,29,General Surgery,17,07:19,Tuesday,Abdominal Pain,3,11,5,12,0,2,9,6
852-35-5869,F,15,General Medicine,64,07:33,Friday,Fever,4,24,6,11,1,5,10,5
551-35-9369,F,9,Cardiology,2,16:59,Saturday,Chest Pain,2,5,5,7,1,6,7,1
294-07-5007,F,75,Cardiology,14,21:48,Wednesday,Chest Pain,2,15,5,7,1,3,7,1
526-03-2526,M,54,Neurology,7,03:54,Monday,Stroke,1,7,6,7,0,1,2,2
532-60-7967,F,63,Cardiology,5,10:08,Friday,Heart Attack,1,6,4,5,1,5,1,1
603-11-0846,F,50,Burn Unit,14,16:35,Monday,Burn Injury,3,11,6,13,1,1,5,6
867-06-8022,M,34,Cardiology,5,03:17,Thursday,Heart Attack,1,18,8,9,0,4,1,1
602-04-0876,M,23,Trauma,8,19:27,Sunday,Accident,2,5,5,15,0,7,3,6
712-25-4902,M,6,Cardiology,5,12:02,Sunday,Heart Attack,1,25,10,15,0,7,1,1
201-90-2001,M,30,General Surgery,12,10:36,Monday,Abdominal Pain,3,6,5,10,0,1,9,6
374-26-1067,M,12,General Medicine,69,21:58,Thursday,Fever,4,21,5,10,0,4,10,5
825-76-3394,M,63,General,6,16:10,Monday,Allergic Reaction,3,6,8,13,0,1,8,6
274-62-9187,M,42,Trauma,7,21:38,Friday,Accident,2,11,5,5,0,5,3,6
169-56-6778,M,65,Pulmonology,9,07:57,Saturday,Breathing Problem,2,22,10,13,0,6,6,6
294-30-6567,M,21,Burn Unit,9,11:26,Thursday,Burn Injury,3,5,8,5,0,4,5,6
694-56-2971,M,1,Burn Unit,12,02:29,Saturday,Burn Injury,3,6,10,6,0,6,5,6
499-95-0291,F,29,General Medicine,90,22:54,Thursday,Fever,4,25,5,8,1,4,10,5
105-08-1976,F,16,OB/GYN,11,01:50,Saturday,Pregnancy Complication,2,8,7,5,1,6,12,6
270-90-4999,F,38,General,18,22:15,Monday,Allergic Reaction,3,17,10,13,1,1,8,6
416-45-5565,F,20,General Surgery,12,03:35,Wednesday,Abdominal Pain,3,12,9,14,1,3,9,6
253-84-5746,F,22,Trauma,9,10:26,Wednesday,Accident,2,22,5,8,1,3,3,6
593-36-2410,F,23,Neurology,7,20:00,Thursday,Stroke,1,21,9,6,1,4,2,2
864-78-5560,M,14,Cardiology,12,19:44,Saturday,Heart Attack,1,14,3,11,0,6,1,1
107-25-3448,F,72,General Surgery,10,03:00,Friday,Abdominal Pain,3,5,8,8,1,5,9,6
846-58-7999,M,27,Cardiology,11,12:28,Thursday,Chest Pain,2,24,5,15,0,4,7,1
435-77-6310,M,25,Pulmonology,8,05:32,Thursday,Breathing Problem,2,18,6,8,0,4,6,6
689-47-4564,F,17,Pulmonology,9,07:21,Monday,Breathing Problem,2,21,6,6,1,1,6,6
320-85-0898,M,78,General Medicine,39,02:52,Tuesday,Fever,4,14,8,9,0,2,10,5
140-30-2555,F,19,General,17,18:15,Tuesday,Allergic Reaction,3,14,7,14,1,2,8,6
388-34-2380,F,46,Cardiology,5,12:09,Sunday,Heart Attack,1,23,9,13,1,7,1,1
251-72-9605,F,35,General Medicine,43,19:26,Saturday,Fever,4,16,8,9,1,6,10,5
367-68-2505,F,6,General Surgery,13,11:39,Friday,Abdominal Pain,3,8,7,6,1,5,9,6
782-34-4167,F,36,General Medicine,56,10:10,Sunday,Fever,4,20,5,14,1,7,10,5
660-86-2261,F,27,Burn Unit,19,22:37,Saturday,Burn Injury,3,12,9,7,1,6,5,6
307-95-7194,M,2,Orthopedics,13,12:41,Thursday,Fracture,3,7,4,7,0,4,4,4
411-32-4858,M,67,Orthopedics,23,22:02,Wednesday,Fracture,3,18,10,7,0,3,4,4
471-83-4980,M,53,Cardiology,12,13:16,Saturday,Chest Pain,2,7,5,13,0,6,7,1
506-94-2779,F,74,Cardiology,2,14:51,Saturday,Chest Pain,2,18,6,9,1,6,7,1
706-09-4564,M,26,General Medicine,25,05:21,Sunday,Fever,4,7,10,8,0,7,10,5
463-17-9883,M,56,General,23,00:02,Friday,Allergic Reaction,3,14,5,6,0,5,8,6
740-14-6005,M,9,General,13,23:43,Wednesday,Allergic Reaction,3,5,4,5,0,3,8,6
501-24-5548,F,3,Burn Unit,20,01:08,Thursday,Burn Injury,3,13,3,10,1,4,5,6
332-44-9371,M,18,Burn Unit,9,00:23,Monday,Burn Injury,3,6,4,12,0,1,5,6
256-95-4828,F,28,Trauma,7,19:35,Thursday,Accident,2,9,6,7,1,4,3,6
715-12-7760,M,49,Pulmonology,2,18:57,Friday,Breathing Problem,2,8,8,8,0,5,6,6
498-19-8616,M,30,General Medicine,114,22:25,Wednesday,Fever,4,25,3,7,0,3,10,5
160-49-1316,F,32,Orthopedics,19,04:45,Saturday,Fracture,3,15,8,11,1,6,4,4
760-59-1309,M,52,Cardiology,12,07:26,Wednesday,Chest Pain,2,18,9,5,0,3,7,1
591-83-7831,F,62,General Surgery,32,05:22,Friday,Abdominal Pain,3,22,5,9,1,5,9,6
735-59-0676,M,49,General,20,17:46,Sunday,Allergic Reaction,3,17,4,12,0,7,8,6
343-75-3388,F,40,General Medicine,62,23:32,Sunday,Fever,4,20,3,11,1,7,10,5
331-25-4113,M,28,Orthopedics,43,04:23,Tuesday,Fracture,3,23,3,8,0,2,4,4
107-19-6298,M,28,Cardiology,7,04:59,Wednesday,Heart Attack,1,10,3,9,0,3,1,1
568-76-0444,F,74,OB/GYN,6,16:55,Saturday,Pregnancy Complication,2,19,7,7,1,6,12,6
516-65-1574,F,50,Trauma,4,04:13,Monday,Accident,2,20,3,5,1,1,3,6
190-99-7486,F,78,Pulmonology,3,09:13,Wednesday,Breathing Problem,2,20,7,5,1,3,6,6
302-11-3266,F,24,Orthopedics,21,19:03,Tuesday,Fracture,3,24,9,13,1,2,4,4
233-24-4968,M,49,General,23,18:23,Friday,Allergic Reaction,3,23,4,14,0,5,8,6
718-40-9446,F,31,Burn Unit,14,03:11,Monday,Burn Injury,3,10,5,13,1,1,5,6
245-02-8824,M,12,Burn Unit,26,12:32,Saturday,Burn Injury,3,21,5,11,0,6,5,6
706-58-1402,NC,66,Cardiology,2,20:57,Tuesday,Chest Pain,2,6,7,8,1,2,7,1
618-67-3994,F,56,Burn Unit,6,09:54,Tuesday,Burn Injury,3,5,7,8,1,2,5,6
880-75-5124,F,59,Orthopedics,18,14:19,Thursday,Fracture,3,15,9,6,1,4,4,4
417-60-6491,M,11,Cardiology,12,14:58,Monday,Heart Attack,1,22,6,11,0,1,1,1
356-85-1950,F,10,Burn Unit,9,23:17,Sunday,Burn Injury,3,7,5,11,1,7,5,6
195-71-6230,F,13,General Medicine,112,09:43,Thursday,Fever,4,25,4,6,1,4,10,5
397-44-2425,M,17,Burn Unit,22,16:25,Thursday,Burn Injury,3,10,4,6,0,4,5,6
539-86-9387,F,69,General Surgery,29,04:12,Wednesday,Abdominal Pain,3,14,3,7,1,3,9,6
266-73-6494,F,13,General,12,13:13,Thursday,Allergic Reaction,3,6,5,9,1,4,8,6
177-05-5852,M,71,Burn Unit,12,16:58,Sunday,Burn Injury,3,6,4,6,0,7,5,6
575-74-8288,F,26,General,11,05:23,Thursday,Allergic Reaction,3,10,4,14,1,4,8,6
334-31-4472,M,61,General Surgery,19,04:54,Monday,Abdominal Pain,3,13,4,9,0,1,9,6
614-04-9706,F,78,Pulmonology,9,15:01,Saturday,Breathing Problem,2,5,9,7,1,6,6,6
540-50-5144,M,21,General Surgery,37,07:48,Friday,Abdominal Pain,3,25,6,7,0,5,9,6
812-85-8608,M,53,Trauma,7,02:32,Monday,Accident,2,21,4,6,0,1,3,6
619-68-4925,F,22,Cardiology,8,06:05,Thursday,Chest Pain,2,21,5,7,1,4,7,1
106-50-3710,F,50,Orthopedics,27,19:19,Wednesday,Fracture,3,23,10,9,1,3,4,4
892-34-1050,M,73,Cardiology,3,04:58,Tuesday,Heart Attack,1,17,5,14,0,2,1,1
307-56-5381,F,47,Cardiology,4,03:25,Sunday,Heart Attack,1,17,6,10,1,7,1,1
505-14-5247,M,14,Cardiology,11,21:25,Monday,Heart Attack,1,17,10,7,0,1,1,1
671-14-7147,F,12,Cardiology,3,12:56,Wednesday,Heart Attack,1,14,10,9,1,3,1,1
483-71-2239,M,8,Cardiology,13,00:24,Thursday,Heart Attack,1,9,8,6,0,4,1,1
298-33-9030,F,63,General Surgery,19,23:20,Friday,Abdominal Pain,3,16,3,12,1,5,9,6
485-81-8334,M,39,General Surgery,13,17:00,Sunday,Abdominal Pain,3,8,10,6,0,7,9,6
108-25-6001,F,10,Burn Unit,8,20:31,Wednesday,Burn Injury,3,6,3,10,1,3,5,6
215-03-5942,F,3,Neurology,10,12:03,Sunday,Stroke,1,12,8,14,1,7,2,2
219-91-7181,F,68,General,18,20:58,Tuesday,Allergic Reaction,3,14,6,11,1,2,8,6
607-44-6875,F,35,OB/GYN,13,18:36,Friday,Pregnancy Complication,2,23,3,11,1,5,12,6
158-72-1114,M,64,Orthopedics,18,10:24,Sunday,Fracture,3,18,9,10,0,7,4,4
388-69-8923,F,72,Pulmonology,2,13:04,Monday,Breathing Problem,2,19,3,9,1,1,6,6
728-66-8875,F,68,Cardiology,5,16:28,Monday,Chest Pain,2,23,6,15,1,1,7,1
361-42-4250,F,69,Orthopedics,12,04:47,Sunday,Fracture,3,8,3,9,1,7,4,4
316-95-8309,M,79,Trauma,8,22:00,Thursday,Accident,2,6,6,8,0,4,3,6
653-67-0050,F,16,Pulmonology,9,11:47,Friday,Breathing Problem,2,19,5,7,1,5,6,6
239-59-8659,F,78,OB/GYN,15,11:54,Saturday,Pregnancy Complication,2,11,10,8,1,6,12,6
241-34-9948,F,10,Orthopedics,19,12:14,Friday,Fracture,3,15,7,13,1,5,4,4
171-54-7134,F,64,Cardiology,15,03:50,Saturday,Heart Attack,1,17,6,14,1,6,1,1
644-14-3306,M,27,Pulmonology,10,19:25,Sunday,Breathing Problem,2,17,6,5,0,7,6,6
659-59-5114,M,18,Neurology,4,09:03,Friday,Stroke,1,23,5,8,0,5,2,2
706-06-7749,F,40,Cardiology,15,05:51,Friday,Chest Pain,2,5,6,11,1,5,7,1
248-21-1787,F,60,Orthopedics,11,16:31,Sunday,Fracture,3,10,6,13,1,7,4,4
806-82-0501,F,7,Burn Unit,14,02:31,Sunday,Burn Injury,3,16,7,13,1,7,5,6
271-74-6084,F,62,Burn Unit,13,23:35,Sunday,Burn Injury,3,10,9,13,1,7,5,6
112-21-1867,F,32,General,26,14:59,Friday,Allergic Reaction,3,25,8,12,1,5,8,6
745-14-6527,M,17,General Medicine,73,04:58,Thursday,Fever,4,20,7,6,0,4,10,5
210-95-8263,M,49,Orthopedics,29,08:25,Saturday,Fracture,3,12,3,6,0,6,4,4
253-01-4563,M,24,Cardiology,10,09:24,Sunday,Chest Pain,2,7,4,7,0,7,7,1
306-08-1494,F,69,Trauma,2,05:24,Thursday,Accident,2,9,8,6,1,4,3,6
242-70-5420,F,9,General Surgery,13,10:58,Saturday,Abdominal Pain,3,9,8,8,1,6,9,6
362-30-0094,M,65,Neurology,11,20:04,Thursday,Stroke,1,23,6,14,0,4,2,2
651-84-7603,F,59,Neurology,10,12:22,Tuesday,Stroke,1,24,10,5,1,2,2,2
551-02-4054,F,65,Neurology,11,10:42,Saturday,Stroke,1,15,7,10,1,6,2,2
140-28-2291,M,3,Burn Unit,33,14:27,Tuesday,Burn Injury,3,20,8,5,0,2,5,6
290-95-7276,F,26,Trauma,13,14:05,Saturday,Accident,2,8,9,12,1,6,3,6
750-10-6392,F,64,General Surgery,22,18:31,Sunday,Abdominal Pain,3,15,9,5,1,7,9,6
809-85-4177,M,65,Trauma,12,21:07,Friday,Accident,2,16,7,7,0,5,3,6
181-41-7605,M,27,Orthopedics,12,18:34,Saturday,Fracture,3,6,5,5,0,6,4,4
353-36-6428,M,29,General Medicine,67,19:29,Monday,Fever,4,11,3,5,0,1,10,5
290-26-3161,M,3,Trauma,14,18:46,Tuesday,Accident,2,5,8,10,0,2,3,6
724-23-4445,F,45,Neurology,14,21:50,Tuesday,Stroke,1,22,6,11,1,2,2,2
404-78-8737,M,75,Burn Unit,34,06:27,Thursday,Burn Injury,3,18,3,7,0,4,5,6
642-92-2378,F,39,Burn Unit,28,00:49,Thursday,Burn Injury,3,25,10,9,1,4,5,6
631-49-3222,F,13,Orthopedics,18,18:54,Thursday,Fracture,3,12,4,13,1,4,4,4
684-93-8823,M,74,Cardiology,14,11:09,Sunday,Chest Pain,2,5,6,14,0,7,7,1
740-20-2785,F,34,Burn Unit,8,05:11,Sunday,Burn Injury,3,7,8,10,1,7,5,6
167-30-0521,M,76,Pulmonology,4,04:05,Thursday,Breathing Problem,2,7,9,13,0,4,6,6
827-97-4092,M,26,Trauma,2,20:28,Thursday,Accident,2,6,6,7,0,4,3,6
427-34-8170,F,79,General Surgery,26,10:37,Wednesday,Abdominal Pain,3,24,6,14,1,3,9,6
364-28-5162,F,28,General Medicine,59,00:14,Monday,Fever,4,23,9,10,1,1,10,5
214-51-5890,F,45,Neurology,15,07:03,Wednesday,Stroke,1,16,9,15,1,3,2,2
231-02-7602,M,22,Pulmonology,11,08:57,Tuesday,Breathing Problem,2,10,6,15,0,2,6,6
430-40-6651,M,76,Orthopedics,37,16:45,Friday,Fracture,3,23,5,8,0,5,4,4
568-02-0607,F,8,Burn Unit,6,13:17,Monday,Burn Injury,3,5,5,12,1,1,5,6
857-68-5135,F,4,Burn Unit,16,13:22,Wednesday,Burn Injury,3,12,9,5,1,3,5,6
633-74-7415,F,17,General Surgery,17,18:01,Friday,Abdominal Pain,3,14,8,13,1,5,9,6
768-43-9102,F,12,Pulmonology,12,01:22,Tuesday,Breathing Problem,2,14,10,8,1,2,6,6
851-96-4883,F,57,Burn Unit,25,19:34,Tuesday,Burn Injury,3,10,3,5,1,2,5,6
389-89-2868,F,61,Cardiology,13,18:45,Saturday,Chest Pain,2,11,7,14,1,6,7,1
387-40-4388,M,31,General,13,00:44,Monday,Allergic Reaction,3,10,10,11,0,1,8,6
759-40-6832,M,10,General Surgery,10,22:49,Saturday,Abdominal Pain,3,6,7,13,0,6,9,6
454-48-2824,F,7,Trauma,12,07:36,Thursday,Accident,2,14,10,15,1,4,3,6
357-72-8460,F,56,General,17,00:37,Friday,Allergic Reaction,3,18,10,9,1,5,8,6
241-06-7024,F,19,General Medicine,20,16:37,Thursday,Fever,4,6,9,9,1,4,10,5
618-10-2399,M,30,Orthopedics,27,03:50,Monday,Fracture,3,22,5,12,0,1,4,4
242-26-0614,M,59,Cardiology,4,10:29,Friday,Chest Pain,2,25,10,11,0,5,7,1
344-60-3150,M,15,Orthopedics,8,12:49,Saturday,Fracture,3,5,8,8,0,6,4,4
207-52-3908,F,20,Orthopedics,33,05:05,Thursday,Fracture,3,20,7,6,1,4,4,4
288-28-0528,M,73,General,13,11:31,Saturday,Allergic Reaction,3,11,5,12,0,6,8,6
596-31-5134,F,1,Neurology,4,20:35,Thursday,Stroke,1,6,6,8,1,4,2,2
353-44-5247,M,11,Neurology,5,03:48,Monday,Stroke,1,6,4,5,0,1,2,2
636-33-2409,F,57,Cardiology,2,03:22,Monday,Chest Pain,2,13,5,13,1,1,7,1
411-40-4241,F,62,OB/GYN,15,09:07,Thursday,Pregnancy Complication,2,14,9,14,1,4,12,6
451-17-9647,M,1,Neurology,13,00:46,Thursday,Stroke,1,23,8,5,0,4,2,2
733-31-0767,M,53,General Surgery,16,08:24,Thursday,Abdominal Pain,3,7,4,8,0,4,9,6
511-19-0295,M,28,General,32,15:18,Thursday,Allergic Reaction,3,16,5,5,0,4,8,6
603-46-9977,F,49,Cardiology,15,04:50,Tuesday,Chest Pain,2,15,10,7,1,2,7,1
477-57-4070,M,57,Neurology,11,00:26,Sunday,Stroke,1,7,3,8,0,7,2,2
632-44-8851,F,32,General,15,10:32,Friday,Allergic Reaction,3,9,3,10,1,5,8,6
482-14-6628,M,50,General Surgery,11,17:58,Saturday,Abdominal Pain,3,6,4,13,0,6,9,6
500-11-7409,M,76,General Medicine,66,15:46,Friday,Fever,4,23,8,10,0,5,10,5
340-20-9334,F,25,OB/GYN,2,03:10,Friday,Pregnancy Complication,2,19,8,7,1,5,12,6
448-51-7664,M,39,Trauma,2,06:08,Sunday,Accident,2,8,4,7,0,7,3,6
331-93-9295,F,76,Cardiology,14,17:23,Friday,Heart Attack,1,25,8,14,1,5,1,1
106-58-3767,F,10,Cardiology,6,00:01,Thursday,Heart Attack,1,19,9,12,1,4,1,1
399-73-4231,F,27,General Surgery,29,17:45,Thursday,Abdominal Pain,3,18,7,6,1,4,9,6
386-79-2013,M,55,Burn Unit,31,16:30,Monday,Burn Injury,3,19,5,6,0,1,5,6
264-80-8420,M,15,Burn Unit,34,07:25,Thursday,Burn Injury,3,18,4,7,0,4,5,6
758-87-8577,F,44,OB/GYN,10,00:57,Wednesday,Pregnancy Complication,2,20,8,5,1,3,12,6
432-64-7259,F,35,General Surgery,8,19:54,Monday,Abdominal Pain,3,5,6,15,1,1,9,6
881-97-4043,F,78,General Surgery,13,20:51,Wednesday,Abdominal Pain,3,6,9,5,1,3,9,6
577-64-5812,M,33,Pulmonology,11,19:33,Friday,Breathing Problem,2,10,4,7,0,5,6,6
518-18-8369,F,63,General,28,02:08,Monday,Allergic Reaction,3,17,5,7,1,1,8,6
192-58-1232,F,27,OB/GYN,11,14:38,Friday,Pregnancy Complication,2,17,6,9,1,5,12,6
114-36-5111,F,44,Pulmonology,11,21:12,Saturday,Breathing Problem,2,6,4,9,1,6,6,6
163-41-6583,F,25,Cardiology,10,11:12,Friday,Chest Pain,2,18,6,15,1,5,7,1
534-52-3938,M,34,General,28,05:14,Monday,Allergic Reaction,3,22,3,11,0,1,8,6
530-98-5548,F,64,OB/GYN,12,12:03,Saturday,Pregnancy Complication,2,21,5,11,1,6,12,6
880-96-7672,M,53,Neurology,2,06:12,Thursday,Stroke,1,20,5,13,0,4,2,2
543-30-7171,M,12,Neurology,3,16:49,Sunday,Stroke,1,9,9,14,0,7,2,2
249-15-9115,F,54,Orthopedics,16,23:46,Tuesday,Fracture,3,9,7,6,1,2,4,4
729-02-7030,F,59,Cardiology,11,23:21,Friday,Heart Attack,1,11,6,13,1,5,1,1
808-17-1359,M,76,Neurology,7,16:16,Tuesday,Stroke,1,17,8,10,0,2,2,2
540-89-3110,F,60,Orthopedics,16,00:27,Saturday,Fracture,3,12,7,7,1,6,4,4
100-40-2709,M,77,General Medicine,45,13:28,Thursday,Fever,4,18,9,11,0,4,10,5
867-83-3947,M,29,Trauma,3,12:45,Wednesday,Accident,2,13,10,9,0,3,3,6
849-01-9695,F,5,Pulmonology,5,08:54,Tuesday,Breathing Problem,2,17,4,14,1,2,6,6
601-32-8756,F,8,Trauma,8,01:04,Friday,Accident,2,21,4,8,1,5,3,6
409-67-0369,F,78,General,18,07:09,Monday,Allergic Reaction,3,16,9,10,1,1,8,6
821-39-6737,F,44,General Medicine,35,05:14,Saturday,Fever,4,10,4,14,1,6,10,5
197-60-5950,M,34,Pulmonology,10,17:26,Wednesday,Breathing Problem,2,25,9,5,0,3,6,6
612-42-2700,M,6,General Medicine,50,23:12,Tuesday,Fever,4,8,4,5,0,2,10,5
607-43-0418,F,27,General,19,11:44,Friday,Allergic Reaction,3,11,4,9,1,5,8,6
403-72-3420,M,32,Neurology,12,05:59,Thursday,Stroke,1,7,7,5,0,4,2,2
204-52-5423,F,11,Orthopedics,20,18:08,Tuesday,Fracture,3,17,6,15,1,2,4,4
469-38-1832,F,32,Cardiology,15,07:33,Saturday,Chest Pain,2,20,5,10,1,6,7,1
295-25-4846,M,72,Trauma,7,19:30,Wednesday,Accident,2,6,3,14,0,3,3,6
730-22-5135,F,43,General Medicine,46,02:51,Thursday,Fever,4,13,5,12,1,4,10,5
408-14-1967,F,66,Cardiology,10,23:41,Thursday,Chest Pain,2,8,9,11,1,4,7,1
186-82-0440,M,56,Orthopedics,28,13:58,Thursday,Fracture,3,13,5,5,0,4,4,4
338-56-5549,M,56,General Medicine,24,15:43,Saturday,Fever,4,8,8,13,0,6,10,5
424-43-5485,M,16,Orthopedics,38,19:45,Monday,Fracture,3,20,4,6,0,1,4,4
109-57-9083,F,28,General Surgery,25,06:40,Wednesday,Abdominal Pain,3,23,6,12,1,3,9,6
129-82-0895,M,56,Neurology,9,00:40,Wednesday,Stroke,1,6,6,13,0,3,2,2
786-39-5598,F,38,General Medicine,56,04:53,Tuesday,Fever,4,17,3,12,1,2,10,5
684-05-3448,F,33,General Surgery,24,02:18,Friday,Abdominal Pain,3,23,10,9,1,5,9,6
381-53-8528,F,51,Pulmonology,2,00:11,Wednesday,Breathing Problem,2,8,9,5,1,3,6,6
411-83-5149,F,47,General,21,03:07,Thursday,Allergic Reaction,3,18,3,13,1,4,8,6
280-13-7317,M,18,Cardiology,8,18:46,Monday,Heart Attack,1,14,5,8,0,1,1,1
123-29-1223,F,10,Burn Unit,18,18:51,Saturday,Burn Injury,3,10,7,7,1,6,5,6
398-34-3572,F,31,Cardiology,14,05:02,Monday,Heart Attack,1,16,8,15,1,1,1,1
554-96-3589,M,70,Pulmonology,8,05:03,Sunday,Breathing Problem,2,21,7,15,0,7,6,6
530-22-6924,F,61,Cardiology,7,07:35,Monday,Heart Attack,1,14,10,7,1,1,1,1
449-69-8456,F,29,General Surgery,16,07:42,Friday,Abdominal Pain,3,18,7,14,1,5,9,6
280-93-8703,F,67,Orthopedics,26,19:56,Tuesday,Fracture,3,20,5,10,1,2,4,4
167-77-4307,M,57,General Surgery,28,05:51,Wednesday,Abdominal Pain,3,23,7,10,0,3,9,6
532-77-3729,M,28,General Medicine,34,10:04,Saturday,Fever,4,10,10,6,0,6,10,5
310-55-5331,M,9,Cardiology,15,11:15,Thursday,Chest Pain,2,16,7,11,0,4,7,1
887-74-5024,F,51,General,10,12:43,Tuesday,Allergic Reaction,3,10,6,14,1,2,8,6
379-45-8010,F,45,General Surgery,8,19:19,Friday,Abdominal Pain,3,9,6,15,1,5,9,6
353-77-6257,M,75,Burn Unit,11,01:00,Tuesday,Burn Injury,3,6,7,8,0,2,5,6
366-93-1146,M,49,General Surgery,16,00:54,Friday,Abdominal Pain,3,14,7,13,0,5,9,6
636-59-9872,M,40,General,8,22:20,Tuesday,Allergic Reaction,3,7,10,10,0,2,8,6
707-40-6053,F,26,OB/GYN,9,16:02,Thursday,Pregnancy Complication,2,13,10,12,1,4,12,6
142-10-3821,F,3,General Surgery,9,09:20,Thursday,Abdominal Pain,3,10,8,11,1,4,9,6
707-65-0931,F,55,General Medicine,56,20:24,Thursday,Fever,4,18,4,13,1,4,10,5
608-50-7377,F,73,Orthopedics,8,11:18,Thursday,Fracture,3,5,10,6,1,4,4,4
125-27-8454,F,48,Neurology,6,21:11,Tuesday,Stroke,1,24,3,8,1,2,2,2
593-21-1380,M,40,Orthopedics,13,11:16,Wednesday,Fracture,3,10,5,13,0,3,4,4
241-01-9916,M,28,General Medicine,35,10:00,Tuesday,Fever,4,10,6,10,0,2,10,5
314-47-2091,M,35,Trauma,9,18:55,Monday,Accident,2,15,4,6,0,1,3,6
312-60-6865,M,30,Cardiology,3,11:34,Thursday,Heart Attack,1,17,7,11,0,4,1,1
343-40-4924,M,29,Neurology,2,05:31,Friday,Stroke,1,18,4,15,0,5,2,2
229-08-8535,F,36,Orthopedics,19,03:41,Saturday,Fracture,3,19,7,15,1,6,4,4
428-76-6409,M,26,Cardiology,3,23:44,Monday,Heart Attack,1,23,3,8,0,1,1,1
859-84-2585,M,7,Burn Unit,13,09:53,Friday,Burn Injury,3,12,5,14,0,5,5,6
203-99-0377,F,29,Cardiology,14,19:35,Tuesday,Chest Pain,2,16,6,15,1,2,7,1
673-87-9658,M,53,General Medicine,47,14:11,Wednesday,Fever,4,13,10,5,0,3,10,5
602-61-9639,F,51,Cardiology,9,23:14,Friday,Heart Attack,1,15,3,12,1,5,1,1
454-08-5050,F,67,Cardiology,4,07:10,Tuesday,Chest Pain,2,9,6,5,1,2,7,1
523-22-4909,M,23,Cardiology,8,09:31,Saturday,Chest Pain,2,22,4,15,0,6,7,1
407-21-4291,M,55,Burn Unit,21,12:32,Wednesday,Burn Injury,3,20,10,11,0,3,5,6
812-30-7792,M,18,Trauma,11,11:03,Sunday,Accident,2,8,8,10,0,7,3,6
760-40-8441,M,62,General Surgery,19,05:08,Monday,Abdominal Pain,3,13,8,7,0,1,9,6
278-30-2643,F,47,General Medicine,37,17:50,Thursday,Fever,4,13,9,13,1,4,10,5
646-30-8991,F,13,General Surgery,27,22:13,Tuesday,Abdominal Pain,3,22,3,13,1,2,9,6
389-47-4560,M,79,General Surgery,13,11:09,Monday,Abdominal Pain,3,14,10,12,0,1,9,6
795-71-2961,F,39,Burn Unit,39,19:57,Saturday,Burn Injury,3,24,7,5,1,6,5,6
696-43-9529,M,57,Neurology,15,12:22,Friday,Stroke,1,11,5,5,0,5,2,2
536-05-9082,F,20,Trauma,12,16:01,Monday,Accident,2,5,10,5,1,1,3,6
842-53-5003,M,74,Trauma,10,03:46,Thursday,Accident,2,22,3,15,0,4,3,6
649-05-0980,F,75,General Medicine,27,09:19,Sunday,Fever,4,11,7,15,1,7,10,5
